Year,Population_Million,Inflation_Rate,Unemployment_Rate,Exports_USD_Billion,Imports_USD_Billion,FDI_USD_Billion,Industrial_Growth_Rate,Services_Growth_Rate,Agriculture_Growth_Rate,Government_Expenditure_PctGDP,Fiscal_Deficit_PctGDP,Interest_Rate,Exchange_Rate_INR_USD,Energy_Consumption_TWh,GDP_Growth_Rate
2018,1306.01,7.04,4.78,482,478.3,40.87,7.09,5.05,6.51,14.41,-4.1,5.38,56.01,880.94,3.21
2018,1273.16,5,9.69,358.42,448.2,19.98,6.17,8.85,0.65,18.07,-4.81,5.79,66.94,915.49,2.81
2018,1372.37,7.35,7.34,397.64,518,58.59,3.78,6.77,2.25,14.33,-4.98,8.91,66.47,1312.78,2.35
2018,1196.44,2.09,5.43,424.25,497.71,37.83,4,5.94,3.83,17.46,-3.17,7.06,62.23,1463.47,1.83
2018,1281.91,6.78,4.2,371.83,674.99,72.5,3.97,4.83,8.25,15.76,-3.46,7.41,69.87,867.49,3.43
2018,1329.8,3.77,7.3,322.94,464.89,53.32,6.19,5.38,1.66,16.56,-6.8,4.64,74.84,1484.94,2.22
2018,1222.54,8.1,6.95,425.26,468.57,41.92,7.11,7.76,2.77,15.06,-3.31,7.71,62.97,1275.26,2.81
2018,1208.68,2.29,4.67,253.01,400.06,49.34,5.22,3.8,2.75,17.58,-5.19,2.84,61.69,1285.84,3.23
2018,1133.55,3.83,7.22,491.59,560.66,32.97,4.1,7.52,2.27,12.1,-5.56,6.94,86.21,841.16,3.63
2018,1139.09,4.25,4.89,333.85,297.1,5,3.09,6.72,4.67,15.11,-6.5,5.53,70.84,1144.11,1.85
2018,1222.03,4.43,5.64,274.36,361.45,67,4.74,9.28,4.26,16.91,-4.13,4.7,75.97,807.99,2.48
2018,1210.78,5.76,7.75,335.77,402.13,47.4,4.99,7.57,1.26,23.5,-4.68,4.99,59.69,1621.56,3.18
2018,1100.6,5.36,4.21,194.2,272.61,50.98,3.15,3.33,0.53,17.58,-5.75,4.72,69.12,1223.69,2.58
2018,1210.8,6.33,4.57,215.95,253.74,80.34,9.68,9.84,4.11,13.9,-7.55,8.91,72.85,1148.78,3.52
2018,1464.39,2.59,7.37,211.27,483.31,61.6,4.11,8.65,3.37,12.54,-5.69,6.61,68.05,1434.02,1.65
2018,1274.53,7.12,7.21,408.12,462.64,32.2,5.23,11.07,6.01,13.59,-8.36,6.68,64.77,1029.3,3.1
2018,1307.22,3.67,5.49,300.64,391.75,38.54,7.41,9.1,4.54,18.14,-4.46,6.1,67.8,1304.85,3.19
2018,1145.41,5.93,9.5,585.82,433.03,42.86,4.78,6.59,6.2,14.88,-6.3,6.83,63.83,1106.58,2.77
2018,1254.87,5.53,9.44,448.1,436,45.59,4.13,8.25,2.66,12.82,-4.81,6.74,74.66,1148.32,2.43
2018,1295.59,1.9,4.79,358.16,381.78,8.99,5.61,8.99,1,18.99,-6.6,4.57,68.55,840.78,2.92
2018,1000,3.73,6.97,293.74,523.88,18.66,8.14,8.89,-0.61,16.01,-6.72,7.11,77.26,1342.83,2.33
2018,1045.48,7.35,6.45,256.08,412.69,44.92,4.57,1.25,4.99,12.83,-3.13,6.44,78.02,1264.64,1.65
2018,1169.96,7.24,7.99,464.38,652.5,44.99,7.75,4.85,4.39,13.11,-4.74,5.29,57.62,894.24,3.11
2018,1220.97,6.97,9.16,231.26,447.72,60.8,9.49,11.15,0.57,18.19,-5.38,8.76,76.71,1045.76,3.48
2018,1090.21,5.13,8.63,239.51,549.94,65.17,7.26,6.13,7.3,14.13,-3.03,7.1,74.43,1323.74,2.58
2018,1250.48,6.31,5.38,102.48,311.19,25.85,6.97,5.13,5.18,15.31,-4.2,5.67,85.16,1664.8,2.66
2018,1178.79,4.52,6.65,441.07,360.23,60.59,2.04,7.21,2.48,9.8,-5.52,5.25,64.21,1082.14,2.67
2018,1192.44,6.28,10.81,448.87,484.88,40.45,6.25,8.2,4.61,17.71,-5.83,4.02,45.99,994.95,2.38
2018,1149.78,5.68,6.57,429.07,611.43,66.69,1.61,2.92,6.35,14.09,-6.05,4.84,89.81,1187.27,2.98
2018,1190.13,6.4,5.92,425.02,444.12,51.79,8.2,6.73,3.53,13.79,-3.96,6.34,75.18,1052.04,5.04
2018,1216.48,3.64,5.44,610.09,506.28,51.69,6.73,5.48,2.32,17.51,-8.85,5.41,69.93,1069.36,4.07
2018,1271.03,7.02,7.73,335.32,105.14,29.31,6.72,6.15,8.78,12.83,-3.48,7.6,62.73,1020,1.68
2018,1392.38,5.4,7.24,330.45,565.07,51.28,2.87,4.84,4.81,17.57,-7.52,3.4,81.66,857.71,1.98
2018,1355.2,5.48,4.88,341.7,413.96,39.98,6.35,5.98,1.95,10.49,-7.75,7.82,69.06,1431.49,3.25
2018,1454.02,7.23,8.35,541.75,181.5,22.63,7.82,6.25,3.79,11.97,-4.95,4.92,70.4,1344.29,3.38
2018,1226.7,3.65,4.84,344.78,333.31,62.84,6.44,9.23,3.13,12.17,-6.21,2.58,59.45,566.79,3.38
2018,1452.39,8.66,9.63,314.61,354.64,18.09,6.61,5.57,1.9,10.55,-9.07,7.08,89.86,1388.25,2.05
2018,1119.53,4.67,7.48,224.37,273.29,51.9,7.94,6.26,7.25,9.95,-5.5,6.15,75.55,1178.02,2.37
2018,1002.44,4.19,5.4,365.42,90.42,38.88,3.62,4.51,5.47,15.62,-5.49,6.66,71.27,859.92,2.76
2018,1357.4,2.71,6.5,340.58,316.33,29.36,4.52,6.43,3.33,13.87,-4.61,7.55,68.38,1128.66,2.69
2018,1000,5,7.79,372.67,600.24,28.99,4.32,8.63,5.8,17.37,-7.19,6.41,79.99,1259.26,2.22
2018,1206.77,7.3,5.67,245.02,374.05,35.64,5.62,6.2,6.01,13.02,-3.22,8.69,59.58,1055.63,1.92
2018,1206.37,1.82,3.9,257.65,237.68,35.71,5.49,7.45,4.35,13.74,-6.81,8.61,74.24,1190.73,3.74
2018,1173.12,5.35,7.74,338.2,511.85,31.23,3.82,5.89,3.88,13.22,-4.74,3.93,65.52,1433.77,1.59
2018,1100.77,4.83,5.62,231.11,500.58,56.59,3.34,3.9,5.89,10.36,-2.99,4.6,93.63,1448.29,2
2018,1330.33,4.36,5.64,369.27,426.14,63.97,7.87,5.05,4.23,11.39,-6.28,4.84,75.4,1653.7,3.57
2018,1170,5.75,5.73,272.94,540.23,48.05,5.8,6.86,3.31,17.46,-5.82,7.17,63.34,918.46,3.08
2018,1251.31,5.9,5.64,157.02,383.94,74.93,6.69,6.85,5.42,9.78,-3.7,7.74,72.94,2092.12,3.61
2018,1331.72,4.57,7.27,339.76,422.75,5,0.5,10.86,7.85,14.81,-6.82,5.69,69.12,1056.91,1.98
2018,1079.42,1.33,5.71,93.25,391.92,69.4,6.26,5.9,4.57,15.71,-5.45,4.97,72.49,1396.12,3.63
2018,1425.04,4.47,9.89,402.59,327.79,16.46,6.72,5.39,2.31,14.04,-7.03,5.73,80.74,1220.86,2.37
2018,1434.68,3.91,5.11,261.56,573.98,5,6.79,9.86,2.88,16.55,-5.64,7.99,61.73,1238.22,2.89
2018,1048.29,4.7,7.49,324.12,443.59,79.01,6.77,6.98,2.62,15.47,-6.56,5.18,76.33,1357.05,3.61
2018,1285.67,2.26,4.81,388.2,680.75,57.48,6.08,6.22,3.28,15.16,-7,6.04,61.23,1036.83,3.01
2018,1225.09,8.98,9.62,543.82,518.17,55.96,1.98,4.27,-0.32,20.42,-3.48,4.94,74.44,1108.92,2.62
2018,1184.1,7.75,4.84,394.27,380.4,43.01,5.99,6.96,4.54,19.75,-4.09,5.33,77.3,1350.54,2.31
2018,1252.82,6.15,11.75,468.2,405.36,21.75,4.61,8.51,2.66,16.03,-6.65,7.88,60.82,1941.21,3.4
2018,1214.65,6.45,9.37,324.46,250.35,23.93,5.53,8.81,4.01,15.22,-3.33,6.2,79.32,826.22,2.26
2018,1206.5,7.39,7.37,484.56,273.33,66.67,9.56,8.05,3.72,11.81,-4.56,5.78,80.44,1303.75,4.55
2018,1409.62,6.9,6.31,442.59,256.16,33.09,5.04,6.55,2.85,13.68,-6.52,6.33,69.27,1076.59,2.66
2018,1191.9,5.11,5.21,508.56,91.8,81.07,6.59,5.19,3.43,14.43,-3.74,4.53,84.5,1166.43,4.41
2018,1291.11,5.01,5.73,436.18,335.15,57.15,6.18,5.52,3.01,15.62,-3.69,7.89,64.73,1309.81,3.35
2018,1218.75,0.47,7.22,409.19,572.53,82.04,6.55,8.5,2.46,11.06,-7.42,5.75,60.77,916.23,4.12
2018,1325.88,2.54,5.55,356.66,410.85,5,4.14,9.37,2.43,11.93,-4.22,4.94,64.97,1736.83,2.76
2018,1072.16,4.99,3.45,241.78,260.84,14.23,7.02,7.7,4.85,17.25,-6.2,4.79,77.44,1569.55,1.46
2018,1243.86,7.52,8.3,272.99,486.62,38.24,5.24,5.03,4.24,10.86,-7.42,3.06,76.47,1557.04,2.41
2018,1331.85,6.59,3.24,317.01,293.17,80.52,6.03,5.2,4.71,17.37,-7.67,4.01,64.89,1462.56,2.23
2018,1254.39,4.12,3.62,510.77,431.66,31.52,8.13,9.68,8.77,12.06,-2.4,5.61,62.37,1795.19,3.9
2018,1406.49,4.77,7.54,295.27,298.32,15.68,1.21,6.69,2.62,17.81,-4.12,4.1,71.54,1284.33,1.94
2018,1320.26,6.62,5.21,417.21,550.93,53.56,3.4,7.43,3.68,11.57,-5.9,6.29,80.85,1069.72,2.04
2018,1471.04,7.88,5.85,356.6,321.33,49.41,8.64,5.1,1.06,17.5,-7.18,6.18,71.35,1238.81,4.05
2018,1200.67,3.85,6.41,134.57,406.18,52.97,6.39,6.1,5.02,18.95,-3.67,7,59.46,1146.68,3.57
2018,1418.13,4.25,9.25,168.95,399.07,32.47,6.98,7.9,3.78,18.35,-0.82,4.16,63.4,1677.72,2.08
2018,1303.19,4.7,7.03,497.3,224.32,21.64,5.73,7.19,1.81,14.95,-5.79,5.99,72.88,1648.59,3.03
2018,1091.01,6.89,7.4,193.52,303.99,27.12,2.67,5.52,2.73,12.89,-2.7,6.76,73.25,1139.98,2.4
2018,1029.74,5.24,6.52,205,409.29,55.21,10.83,5.77,3.34,15.27,-5.96,6.94,75.47,1021.39,2.52
2018,1138.7,0.87,5.43,547.33,449.09,54.69,7.14,7.83,1.92,15.19,-3.29,6.57,55.46,1321.06,4.66
2018,1461.4,10.78,6.98,539.79,318.61,25.41,4.58,4.28,-1.08,12.55,-5.5,7.22,73.34,949.15,2.54
2018,1307.51,3.95,7.23,547.46,374.36,62.98,4.62,7.25,2.13,19.54,-6.32,3.95,74.67,1047.59,2.53
2018,1187.44,8.1,5.64,299.43,374.98,40.32,5.55,12.29,2.5,14.28,-7.58,6.39,76.62,1108.78,3.33
2018,1165.73,6.54,7.27,488.67,576.81,44.9,6.21,6.51,4.22,14.97,-4.56,4.36,62.96,942.73,2.72
2018,1189.29,3.14,5.43,324.34,436.69,39.55,2.95,3.95,3.36,15.57,-4.76,5.84,67.62,1251.93,1.87
2018,1389.84,5.66,4.95,547.96,293.71,53.36,3.08,6.12,6.35,18.05,-5.07,7.41,64.31,1349.04,4.31
2018,1500,4.01,5.11,389.31,523.16,46.88,5.61,7.48,2.56,13.71,-6.35,9.14,55.82,1563.63,2.35
2018,1212.65,4.23,5.7,344.84,460.11,23.23,8.64,7.17,0.01,13.01,-6.31,4.74,79.99,1386.83,3.06
2018,1000,8.14,7.26,208.21,517.67,66.27,3.2,11.1,4.73,17.55,-6.54,7.95,71.08,1266.48,2.15
2018,1464.98,6.65,4.18,287.99,394.33,50.62,8.14,7.36,1.21,13.76,-3.82,5.62,69.18,1038.54,2.48
2018,1220.36,5.75,8.31,284.19,280.51,23.71,4.06,5.96,3.49,16.54,-5.05,4.14,79.75,878.24,1.59
2018,1239.95,4.88,5.88,229.82,293.64,69.69,6.41,7.65,1.82,10.43,-5.45,4.41,66.1,1755.71,3.97
2018,1278.33,7.43,2.65,194.66,428.99,68.93,9.3,7.13,5.1,15.64,-6.08,7.55,74.67,1150.58,2.32
2018,1065.15,3.97,5.66,103.49,256.07,55.29,6.36,7.5,6.78,20.6,-4.55,5.63,71.87,1305.11,4.01
2018,1115.96,7.23,8.17,334.53,500.51,24.62,4.99,5.61,0.96,14.77,-5.27,6.42,76.48,1308.68,2.05
2018,1293.22,3.31,8.58,270.9,415.1,41.55,2.71,6.48,4.71,20.29,-6.54,6.79,72.66,500,2.56
2018,1265.63,7.8,6.57,553.96,479.36,54.86,8.13,5.02,-0.49,17.27,-4.28,3.65,73.98,1797.55,2.02
2018,1337.94,4.14,8.71,361.21,199.82,11.97,7.26,7.09,5.47,18.35,-2.34,6.68,71.62,1580.47,3.31
2018,1258.26,5.92,8.43,274.75,391.15,52.55,6.68,5.79,5.59,12.55,-4.02,4.89,75.68,1201.74,3.87
2018,1163.7,2.78,8.36,197.73,613.46,46.27,5.89,3.98,5.2,16.89,-5.01,3.81,73.55,1188.01,2.84
2018,1143.69,4.28,6.51,131.98,702.08,38.38,4.7,5.15,6.09,14.13,-4.43,5.78,58.18,652.95,2.68
2018,1331.13,8.01,4.78,387.53,540.32,51.21,5.13,10.08,4.78,10.73,-4.86,4.07,64.36,1071.2,3.47
2018,1349.23,4.68,3.41,333.16,703.89,33.21,9.32,6.67,4.1,13.72,-4.59,5.82,79.78,1526.58,3.05
2018,1154.82,3.86,6.35,414.35,471.57,49.87,5.29,8.02,3.67,13.35,-9.16,2.9,73.51,1040.32,2.71
2018,1015.95,6.79,5.37,239.38,307.2,63.39,7.59,3.87,5.31,13.68,-5.66,3.69,75.13,1018.24,3.19
2018,1023.52,4.95,9.57,434.67,564.6,34.63,1.85,9.17,4.69,16.38,-6.57,4.83,70.47,1270.81,2.31
2018,1265.79,4.14,6.47,325.44,284.66,30.45,7.1,5.52,3.51,13.43,-3.94,4.28,64.73,1226.45,2.21
2018,1432.69,5.89,8.54,361.86,524.96,47.18,4.9,6.77,2.78,16.67,-6.5,8.15,92.9,1058.31,2.16
2018,1136.59,6.26,7.87,247.53,624.88,11.57,4.62,8.87,2.91,11.21,-5.13,6.99,74.05,1363.24,1.54
2018,1258.3,6.36,5.82,471.64,482.72,18.31,5.25,8.71,3.89,14.68,-4.58,4.37,83.2,1088.25,2.26
2018,1245.78,8,6.63,374.89,620.35,61.23,8.96,8.26,-0.31,12.8,-5.96,3.67,60.32,1276.11,3.06
2018,1273.87,8.21,4.65,241.27,572.78,51.23,6.2,3.35,1.4,10.5,-7.85,8.21,81.5,1087.96,1.89
2018,1272.39,6.69,7.79,485.36,514.95,51.88,5.61,5.22,9.79,16.78,-4.52,7.34,78.46,1543.31,2.84
2018,1000,7.89,5.51,320.19,299.77,5,5.55,5.1,0.68,12.54,-6.14,5.84,78.12,1084.91,1.92
2018,1349.99,7.9,9.08,291.91,446.78,38.39,9.21,7.8,1.1,11.4,-4.15,7.15,64.41,530.62,2.62
2018,1216.34,8.81,6.24,263,206.54,54.7,7.98,4.65,3.27,13.77,-2.79,6.61,75.13,1216.21,1.97
2018,1356.75,3.43,8.01,396.16,672.58,45.96,6.33,6.64,2.16,9.9,-5.89,3.92,71.4,984.72,3.42
2018,1415.71,7.9,7.57,303.29,187.59,64.2,5.55,7.71,4.18,10.56,-5.22,8.51,68.37,1258.19,2
2018,1222.67,6.37,5.71,523.73,409.73,28.16,1.91,6.65,0.79,11.04,-5.43,10.48,73.98,1127.47,2.61
2018,1245.9,4.58,8.16,157.06,394.96,65.31,8.96,7.37,4.92,15.54,-3.48,6.91,77.18,1090.45,3.05
2018,1356.55,3.46,5.9,220.15,270.03,50.45,1.19,8.33,5.49,15.47,-4.44,7.32,74.5,786.04,1.93
2018,1243.57,9.43,7.21,490.98,300.25,41.61,4.23,4.95,3.97,14.84,-3.69,7.35,88.51,1172.28,2.1
2018,1255.04,3.71,5.56,444.49,249.9,46.64,4.31,11.36,3.99,20.82,-5.95,4.64,81.3,1265.17,3.39
2018,1354.3,6.56,8.9,140.3,305.83,25.65,3.25,6.46,0.38,14.01,-8.08,6.24,59.32,1385.68,0.76
2018,1077.25,4.76,6.99,333.78,427.15,47.46,5.63,6.84,4.25,13.21,-6.91,8.49,57.51,972.11,1.49
2018,1247.93,5.21,6.01,321.54,242.13,63.33,9.67,9.11,0.9,14.34,-6,7.79,74.82,962.95,4.07
2018,1230.59,5.28,8.58,351.94,180.65,35.81,5.86,6.16,2.15,17.28,-7.65,6.95,62.99,1480.91,2.63
2018,1264.92,5.32,6.5,504.32,582.98,44.05,4.85,3.08,1.95,13.4,-6.14,8.61,73.14,1126.17,2.91
2018,1413.84,3.31,5.46,437.38,191.36,34.72,5.28,7.99,8.86,14.06,-5.39,7.07,65.74,1670.55,3.23
2018,1270.11,4.55,5.63,138.89,429.18,24.62,7.94,8.97,5.82,12.91,-7.22,7.15,77.12,884.01,3.06
2018,1254.84,4.9,7.54,376.32,483.78,39.43,5.66,4.93,1.02,17.68,-6.66,6.91,67.54,1225.15,2.55
2018,1296.3,4.87,10.33,392.16,393.41,38.71,5.32,8.31,3.39,19.13,-4.1,7.1,62.38,1153.4,2.74
2018,1292.28,5.79,3.7,286.8,394.55,32.12,3.2,8.4,1.72,10,-5.53,6.62,78.83,1579.33,2.58
2018,1293.76,3.64,4.37,380.77,441.41,5.61,7.56,12.65,3.75,15.15,-4.78,6.98,67.29,1270.19,3.7
2018,1391.49,5.58,5.25,373.14,662.47,39.81,5.68,8.17,5.34,14.88,-3.36,6.53,83.14,1377.66,3.16
2018,1277.7,3.69,4.24,121.03,506.98,49.05,5.43,6.76,8.05,16.03,-5.21,5.97,72.42,1755.03,2.19
2018,1467.87,8.81,6.25,293.85,184.59,46.44,4.71,10.61,5.77,13.53,-1.56,7.84,63.36,1154.07,4.38
2018,1217.8,7.7,9.69,317.82,395.16,24.05,7.66,5.01,3.71,18.06,-5.49,5.14,75.3,1419.38,1.52
2018,1247.31,6.09,6.05,429.13,189.9,56,9.44,7.46,4.28,13.67,-4.9,6.72,76,754.49,3.18
2018,1279.61,5.08,4.33,275.46,617.77,72.8,7.4,4.76,4.43,15.18,-5.57,5.87,77.06,1025.48,2.29
2018,1188.42,7,3.2,293.6,544.36,36.71,5.31,5.79,3.65,14.44,-4.53,5.95,75.02,1557.71,2.23
2018,1357.57,3.3,3.83,410.37,363.55,31.88,3.02,4.02,2.43,13.77,-7.03,7.29,77.98,1389.94,2.45
2018,1485.58,5.01,4.69,418.28,552.2,30.7,4.51,7.09,5.38,10.79,-5.03,5.57,74.54,1527.09,2.49
2018,1320.35,7.89,7.9,508.66,260.45,57.7,6.82,4.46,5.1,11.99,-5.05,6.27,67.1,1326.39,3.34
2018,1206.7,4.81,5.52,298.68,377.69,44.97,6.7,3.8,2.24,19.33,-8.13,3.1,80.81,1721.89,2.06
2018,1148.43,5.84,8.31,496.68,368.36,56.42,8.95,6.51,4.21,17.48,-4.23,5.72,74.61,1439.53,3.2
2018,1281.42,3.99,8.73,527.95,172.55,17.17,3.44,8.63,6.33,13.59,-6.78,3.91,83.41,1390.81,3.67
2018,1415.06,7.79,5.22,339.22,441.4,48.52,3.96,4.77,2.38,12.96,-3.11,5.64,68.49,1396,2.58
2018,1229.57,4.96,5.57,351.56,336.56,42.44,8.34,6.9,3.97,14.6,-5.61,3.22,73.9,1179.46,2.33
2018,1113.26,7.54,8.24,324.73,486.15,33.83,4.58,7.69,2.09,19.15,-7.16,6.45,72.98,888.34,1.88
2018,1116.48,6.35,6.02,514.85,431.13,43.03,9.31,6.84,1.42,10.68,-5.87,2.33,72.93,1383.18,4.55
2018,1500,6.54,3,336.15,414.15,60.94,3.59,3.34,3.73,16.92,-5.47,6.62,70.19,1327.9,2.91
2018,1002.78,3.66,8.86,476.01,328.45,42.27,3.2,10.46,2.23,14.73,-3.53,8.13,64.17,1484.26,3.92
2018,1366.3,5.56,6.46,50,523.08,31.11,5.48,6.23,1.35,13.8,-5.25,7.14,76.24,1199.79,1.42
2018,1249.54,3.59,7.65,340.74,387,88.45,5.12,7.71,4.35,12.88,-7.24,4.89,72.86,1398.48,3.06
2018,1206.74,0.83,6.49,151.19,328.71,11.36,7.34,10.26,2.39,7.75,-5.87,5.34,64.38,1179.46,2.25
2018,1081.61,6.91,2,318.79,260.79,56.8,4.67,4.72,4.55,14.73,-6.52,6.24,77.17,1202.9,2.65
2018,1097.06,3.97,6.28,281.83,549.41,46.05,8.89,9.1,0.08,7.34,-6.24,4.9,54.59,1385.55,2.54
2018,1211.86,3.32,7.66,424.69,355.73,69.32,6.37,7.94,4.77,13.96,-7.31,6.32,73.49,1399.95,3.61
2018,1123.82,3.52,9.08,342.65,105.37,13.51,5.66,7.08,6,9.24,-5.51,8.16,61.68,1435.06,1.86
2018,1303.68,3.85,8.78,265.95,497.2,41.66,7.77,7.51,4.92,11.37,-4.41,9.01,77.23,1557.22,3.12
2018,1488.8,5.41,5.69,534.48,396.68,41.57,6.03,4.47,2.14,14.59,-7.61,7.73,73.76,1425.02,3.76
2018,1192.53,5.29,6.31,226.03,382.46,40.95,3.8,6.36,2.45,16.29,-3.43,6.53,72.73,1195.92,1.8
2018,1289.14,7.19,5.78,385.67,629.99,50.55,7.61,9.9,5.27,10.97,-5.26,7.09,84.94,1345.7,3.71
2018,1105.2,4.6,8.6,267.88,611.53,32.16,4.66,4.68,6.07,13.36,-4.81,5.43,68.83,1148.55,3.64
2018,1214.6,5.42,8.95,209.89,341.25,57.16,5.52,11.59,3.12,14.56,-5.11,7.88,62.61,1386.11,2.91
2018,1405.95,4.22,6.73,440.04,413.26,23.2,8.17,8.48,3.54,14.28,-2.82,5.59,62.42,1333.17,3.7
2018,1225.75,4.3,9.21,290.31,370.54,80.17,7.2,6.66,0.33,18.65,-6.79,6.48,62.32,1188.07,2.05
2018,1402.7,6.4,7.52,427.84,415.44,42.49,5.85,7.62,0.81,11.95,-3.69,4.9,79.71,1177.72,1.99
2018,1260.87,4.62,10.9,394.53,312.41,30.67,5.49,11.4,2.12,15.41,-6.02,5.96,68.91,1019.09,2.64
2018,1167.23,4.96,5.29,557.93,174.75,5,3.77,4.71,5.51,18.81,-7.23,7.51,68.57,1123.14,2.89
2018,1101.09,6.58,7.02,199.08,171,27.07,6.57,9.51,3.1,16.79,-7.06,7.79,58.53,1526.66,2.15
2018,1270.02,4.67,4.47,519.1,605.96,21.96,6.65,11.26,3.93,15.76,-7.09,5.03,58.08,1359.69,4.21
2018,1152.96,4.39,4.92,205.64,352.38,40.08,8.1,9.04,5.02,12.03,-1.8,4.93,67.28,1552.76,3.82
2018,1389.46,5.95,3.2,214.89,249.1,29.76,1.37,5.5,3.32,20.78,-7.4,4.97,71.29,1349.72,1.71
2018,1032,3.55,3.54,532.48,478.09,59.68,6.15,7.03,3.55,15.62,-8.18,6.27,72.83,1047.29,2.94
2018,1247.24,6.68,4.75,101.82,313.15,83.42,8.48,5.73,3.93,13,-6.02,5.76,70.02,1354.61,1.91
2018,1145.45,8.02,6.47,333.56,477.61,20.04,4.86,4.9,5.18,15.5,-7.45,5.6,68.7,1447.82,0.71
2018,1284.93,4.23,4.34,422.41,442.71,47.32,6.23,6.53,4.57,14.99,-5.14,5.56,58.12,899.61,3.39
2018,1327.93,6.32,5.5,501.42,458.24,54.98,3.93,8.91,3.48,13.44,-3.76,5.89,83.41,846.02,2.84
2018,1421.22,6.31,7.74,444.76,410.72,50.04,6.7,5.9,1.86,15.84,-3.65,4.6,66.02,1394.04,1.6
2018,1186.49,5.2,7.45,351.75,299.96,83.24,8.19,7.9,4.22,14.76,-6.7,6.72,68.5,1166.51,4.23
2018,1173.92,7.02,6.01,310.3,335.34,12.32,3.1,7.21,5.84,13,-3.48,6.75,77.55,1363.08,1.96
2018,1114.13,5.43,7.47,76.5,419.48,24.61,7.8,5,4.22,15.55,-5.36,5.18,77.91,1165.97,2.36
2018,1113.48,4.28,8.69,364.84,496.55,52.82,4.51,8.54,6.58,17.88,-5.84,3.94,73.46,1292.76,2.94
2018,1340.98,7.07,7.17,292.48,440.09,37.06,3.55,9.65,0.39,13.08,-4.49,7.95,63.74,899.25,2.13
2018,1310.27,4.1,4.99,198.04,511.51,92.37,8.42,4.87,4.29,19.06,-3.66,5.68,61.14,864.11,3.03
2018,1345.54,3.56,9.77,374.9,191.79,40.8,3.64,5.7,1.7,14.08,-4.8,6.22,70.2,1338.24,2.86
2018,1218.5,6.04,5.92,311.27,339.3,42.55,7.4,9.56,3.69,12.21,-6.13,8.79,59.03,1250.48,3.18
2018,1096.6,5.92,8.3,371.75,418.54,51.25,8.28,4.4,1.27,17.8,-6.13,8.07,72.57,1677.19,2.64
2018,1343.86,8.31,4.69,352.23,631.5,37.47,6.72,6.03,-0.23,11.75,-7.14,3.75,66.78,1235.4,3.53
2018,1231.98,6.23,6.48,364.88,316.84,20.55,6.58,7.26,4.17,11.17,-7.16,6.98,81.11,927.83,2.82
2018,1191.26,6.15,5.96,307.56,634.64,73.84,4.54,6.76,3.76,13.9,-5.07,4.72,78.92,1499.53,2.91
2018,1247.61,5.93,4.76,449.87,382.55,42.06,9.89,6.95,2.45,11.01,-4.36,5.73,78.03,1143.2,3.88
2018,1210.37,4.67,5.68,174.4,258.3,37.63,2.01,6.36,-0.45,13.84,-5.15,5.03,67.48,1616.79,1.89
2018,1281.39,7.96,5.86,386.28,374.9,23.62,7.73,8.03,1.69,11.97,-7.64,6.26,57.2,1228.69,3.56
2018,1343.99,7.47,2,259.77,501.52,24.99,6.62,11.59,6.44,12.3,-6.53,5.94,80.34,1670.96,2.59
2018,1500,3.69,7.97,333.33,463.9,56.73,4.93,5.68,5.44,13.42,-3.97,3.8,75.16,1308.83,1.87
2018,1080.61,5.34,6.44,524.92,637.12,85.38,4.74,5.87,3.36,7.41,-5.32,3.98,54.62,1367.85,3.92
2018,1000.38,3.22,5.45,300.28,562.64,5,7.82,3.72,4.17,8.47,-4.99,6.61,75.46,1217.13,2.4
2018,1175.4,5.55,3.36,224.02,334.18,49.95,6.99,6.36,2.46,9.61,-3.35,6.85,60.24,787.5,2.92
2018,1063.47,2.88,2,370.4,688.9,16.9,4.01,8.17,1.61,13.4,-3.35,5.89,66.89,1148.95,3.42
2018,1208.89,7.6,5.54,261.33,615.26,50.82,6.29,6.01,4.41,15.03,-4.31,6.31,75.12,500,3.14
2018,1348.37,9.18,8.76,679.5,364.01,38.5,1.38,3.8,4.45,15.44,-6.79,4.13,74.33,1071.54,2.82
2018,1262.37,7.36,6.25,323.38,672.4,92.82,7.73,2.1,2.8,14.4,-5.9,5.91,74.03,1166.29,2.44
2018,1222.91,5.88,9.66,369.84,346.83,30.27,5.71,9.28,1.18,16.62,-5.78,5.58,76.98,1433.71,1.55
2018,1089.59,3.73,8.85,374.27,712.37,47.87,6.88,7.9,-1.12,17.43,-4.78,7.37,65.92,1317.63,3.11
2018,1205.17,4.48,8.86,609.33,530.64,66.89,7.55,5.1,5.09,12.04,-5.98,6.77,63.79,948.08,3.65
2018,1289.79,5.97,8.12,446.23,366.91,39.97,4.77,7.31,5.92,16.49,-5.29,6.89,73.72,752.88,2.26
2018,1500,3.29,9.71,134.49,435.97,42.24,4.59,8.08,4.52,15.41,-7.27,6.41,61.74,1126.11,2.64
2018,1195.02,9.98,6.76,354.54,372.53,82.08,5.3,2.59,5.18,17.12,-3.91,5.3,86.12,1533.78,3.51
2018,1171.54,5.46,6.9,259.24,485.31,46.33,7.01,5.46,4.75,13.58,-5.74,4.44,64.4,632.74,1.72
2018,1237.73,4.96,6.73,239.03,404.71,54.49,7.33,5.91,1.76,5.33,-6.05,6.98,70.28,1219.83,1.29
2018,1389.03,7.77,9.79,528.31,524.31,5,5.75,10.7,6.98,17.59,-6.89,2.22,74.31,1124,4.93
